file,start_datetime,stop_datetime,replicate,sex,species,strain,region_id,status
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dsec.07,2,DEAD 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dsec.07,3,OK 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dsec.07,4,OK 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dsec.07,5,OK 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dsec.07,6,OK 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dsec.07,7,DEAD 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dsec.07,8,DEAD 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dsec.07,9,DEAD 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dsec.07,10,DEAD 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dsec.07,11,OK  
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dsec.07,12,DEAD 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dsec.07,13,OK 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dsec.07,14,OK 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dsec.07,15,OK 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dsec.07,16,DEAD 
Monitor9-6.txt,2024-04-18 09:00:00,2024-04-28 08:59:00,1,M,Dsec,Dmel.CS,17,DEAD 
